id,srch_id,Hotel_Name,City,Hotel_Address,date_time,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,comp1_rate,comp1_inv,comp1_rate_percent_diff,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp4_rate,comp4_inv,comp4_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp6_rate,comp6_inv,comp6_rate_percent_diff,comp7_rate,comp7_inv,comp7_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff,prop_location_score_aggregate,prop_historical_price,prop_delta_price,price_order,target_date,target_month,target_month_num
104,9,Hotel/ Bar Sebastian's,Amsterdam,Spaarndammerdijk 304,6/17/2013 12:48,14,100,0,0,219,99723,4,3.5,1,2.3,0.025,0,151.19,0,25479,1,237,2,0,1,0,0,2315.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.325,1,150.19,11,2/9/2014 11:48,February,2
105,9,Amsterdam City,Amsterdam,Teilingen 45,6/17/2013 12:48,14,100,0,0,219,78979,3.5,3.5,1,2.48,0.0175,0,155.11,0,25479,1,237,2,0,1,0,0,2315.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4975,1,154.11,12,2/9/2014 11:48,February,2
106,9,Mate hotel,Amsterdam,Kastelenstraat 64,6/17/2013 12:48,14,100,0,0,219,75071,3.5,4.5,1,2.3,0.0065,0,159.04,0,25479,1,237,2,0,1,0,0,2315.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3065,1,158.04,13,2/9/2014 11:48,February,2
107,9,RHO Hotel,Amsterdam,Kraanspoor 42,6/17/2013 12:48,14,100,0,0,219,131773,3.5,4.5,1,2.71,0.0258,0,168.86,0,25479,1,237,2,0,1,0,0,2316.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7358,1,167.86,14,2/9/2014 11:48,February,2
108,9,Hotel Amsterdam,Amsterdam,Amstel Botel Amsterdam,6/17/2013 12:48,14,100,0,0,219,11768,3.5,4.5,1,2.08,0.0162,0,177.69,0,25479,1,237,2,0,1,0,0,2314.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0962,1,176.69,15,2/9/2014 11:48,February,2
109,9,Hotel cc,Amsterdam,Amstel Botel Amsterdam,6/17/2013 12:48,14,100,0,0,219,42414,3.5,4.5,0,4.14,0.1222,0,178.68,0,25479,1,237,2,0,1,0,0,2314.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2622,1,177.68,16,2/9/2014 11:48,February,2
110,9,Executive Lounge - Hotel Okura,Amsterdam,Lindengracht,6/17/2013 12:48,14,100,0,0,219,25298,3.5,4.5,1,2.56,0.0436,0,184.57,0,25479,1,237,2,0,1,0,0,2316.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6036,1,183.57,17,2/9/2014 11:48,February,2
111,9,Bicyclehotel Van Ostade,Amsterdam,Keizersgracht 15,6/17/2013 12:48,14,100,0,0,219,95962,3.5,4,0,2.94,0.0211,0,188.49,1,25479,1,237,2,0,1,0,0,2309.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9611,1,187.49,18,2/9/2014 11:48,February,2
112,9,Shi Hotel,Amsterdam,Herengracht 255,6/17/2013 12:48,14,100,0,0,219,43044,3.5,4.5,0,1.39,0.0112,0,193.4,0,25479,1,237,2,0,1,0,0,2313.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4012,1,192.4,19,2/9/2014 11:48,February,2
113,9,"Hermitage Hotel, Amsterdam-Centrum",Amsterdam,Grachten,6/17/2013 12:48,14,100,0,0,219,122201,3,4.5,1,4.04,0.0232,0,198.31,0,25479,1,237,2,0,1,0,0,2313.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0632,1,197.31,20,2/9/2014 11:48,February,2
114,9,Hotel Flipper :: Borssenburgstraat 5,Amsterdam,Van Ostadestraat 123HS,6/17/2013 12:48,14,100,0,0,219,3197,3,4,1,2.71,0.0867,0,209.11,0,25479,1,237,2,0,1,0,0,2315.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7967,1,208.11,21,2/9/2014 11:48,February,2
115,9,Hotel V Victorieplein,Amsterdam,Govert Flinckstraat 109-3,6/17/2013 12:48,14,100,0,0,219,100023,3,4.5,1,2.48,0.0226,0,218.93,0,25479,1,237,2,0,1,0,0,2315.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5026,1,217.93,22,2/9/2014 11:48,February,2
116,9,Movempic Amsterdam City Center Hotel,Amsterdam,Sportpark Kadoelen 5,6/17/2013 12:48,14,100,0,0,219,106793,3,4,1,2.77,0.0475,0,218.93,0,25479,1,237,2,0,1,0,0,2315.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8175,1,217.93,23,2/9/2014 11:48,February,2
117,9,Heeswijk Dinther Raadhuys,Amsterdam,Wanningstraat 1,6/17/2013 12:48,14,100,0,0,219,122720,3,4.5,1,3.81,0.0257,0,228.75,0,25479,1,237,2,0,1,0,0,2315.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8357,1,227.75,24,2/9/2014 11:48,February,2
118,9,Room Mate Hotel (opening soon),Amsterdam,Van der Pekplein,6/17/2013 12:48,14,100,0,0,219,129658,3,4.5,0,3,0.0144,0,245.43,1,25479,1,237,2,0,1,0,0,2312.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0144,1,244.43,25,2/9/2014 11:48,February,2
119,9,Alternatief Boot,Amsterdam,prinsengracht 4243,6/17/2013 12:48,14,100,0,0,219,47877,3,4,0,4.04,0.0367,0,265.07,0,25479,1,237,2,0,1,0,0,2313.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0767,1,264.07,26,2/9/2014 11:48,February,2
120,9,Double Tree,Amsterdam,Nieuwe Keizersgracht 16,6/17/2013 12:48,14,100,0,0,219,34820,3,4.5,1,2.48,0.0174,0,278.81,0,25479,1,237,2,0,1,0,0,2314.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4974,1,277.81,27,2/9/2014 11:48,February,2
121,9,"Cleythil hotel, maldegem, belgi?®",Amsterdam,Borssenburgstraat 5,6/17/2013 12:48,14,100,0,0,219,1704,3,4.5,1,4.13,0.1314,0,298.45,0,25479,1,237,2,0,1,0,0,2314.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2614,1,297.45,28,2/9/2014 11:48,February,2
122,9,Shiphotel gandalf,Amsterdam,Victorieplein 42,6/17/2013 12:48,14,100,0,0,219,60833,2,4.5,0,4.13,0.1211,0,338.7,0,25479,1,237,2,0,1,0,0,2314.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2511,1,337.7,29,2/9/2014 11:48,February,2
123,9,Captain's place,Amsterdam,Ranonkelkade 10,6/17/2013 12:48,14,100,0,0,219,9122,2,5,1,4.19,0.0464,0,468.29,0,25479,1,237,2,0,1,0,0,2314.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2364,1,467.29,30,2/9/2014 11:48,February,2
124,9,Het Zomerhuis,Amsterdam,Van der Pekstraat 3,6/17/2013 12:48,14,100,0,0,219,88914,2,4.5,1,2.08,0.0203,0,468.29,0,25479,1,237,2,0,1,0,0,2321.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1003,1,467.29,31,2/9/2014 11:48,February,2
125,10,Best Western Hotel President Roma,Rome,Via Aurelia 185 00165 Roma Roma (Latium) Italy,4/3/2013 18:35,5,219,0,0,219,15334,5,2,1,0.69,0,4.28,49,0,15534,1,9,1,0,1,1,0,36.9,0,0,0,0,1,0,14,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,72.24044001,-23.24044001,1,4/12/2013 18:35,April,4
126,10,Hotel Astrid,Rome,Via Emanuele Filiberto 173,4/3/2013 18:35,5,219,0,0,219,52323,5,2.5,1,2.71,0,4.44,49,1,15534,1,9,1,0,1,1,0,40.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71,84.77494167,-35.77494167,2,4/12/2013 18:35,April,4
127,10,San Giorgio,Rome,Largo Antonio Sarti 4,4/3/2013 18:35,5,219,0,0,219,59351,5,3,1,1.79,0,4.25,55,0,15534,1,9,1,0,1,1,0,35.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,70.10541235,-15.10541235,3,4/12/2013 18:35,April,4
128,10,Aurelia,Rome,Via Giovanni Amendola 61,4/3/2013 18:35,5,219,0,0,219,78247,5,3.5,0,1.39,0,4.74,55,0,15534,1,9,1,0,1,1,0,36.74,0,0,0,0,1,0,16,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,114.4342017,-59.43420168,4,4/12/2013 18:35,April,4
129,10,Dina Roma,Rome,36 Via Gino Borgatta,4/3/2013 18:35,5,219,0,0,219,66605,5,3,1,1.39,0,4.28,64,0,15534,1,9,1,0,1,1,0,36.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,72.24044001,-8.240440007,5,4/12/2013 18:35,April,4
130,10,Happy Goose,Rome,1a Largo Antonio Beltramelli,4/3/2013 18:35,5,219,0,0,219,121571,4.5,3,0,1.1,0.0334,4.88,92,0,15534,1,9,1,0,1,1,0,42.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1334,131.6306639,-39.63066389,6,4/12/2013 18:35,April,4
131,10,Roma Bed & Breakfast,Rome,20 Via Giovacchino Forzano,4/3/2013 18:35,5,219,0,0,219,19880,4.5,5,1,1.79,0,4.73,100,0,15534,1,9,1,0,1,1,0,41.81,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,0,0,0,0,0,0,1,0,25,1.79,113.2955623,-13.29556235,7,4/12/2013 18:35,April,4
132,10,Villino Musei Vaticani,Rome,Via dei Gonzaga 159/e,4/3/2013 18:35,5,219,0,0,219,35203,4.5,4.5,1,1.1,0.0334,5.05,107,0,15534,1,9,1,0,1,1,0,42.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1334,156.0224645,-49.02246449,8,4/12/2013 18:35,April,4
133,10,Hotel Waldorf Roma,Rome,51e Viale Vaticano,4/3/2013 18:35,5,219,0,0,219,113549,4.5,4,1,2.71,0,4.42,114,0,15534,1,9,1,0,1,1,0,40.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71,83.09628536,30.90371464,9,4/12/2013 18:35,April,4
134,10,Satellite Palace Hotel,Rome,Via Andrea Alciato 14-16,4/3/2013 18:35,5,219,0,0,219,1066,4.5,3.5,0,3.47,0.384,5.23,116,1,15534,1,9,1,0,1,1,0,40.86,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.854,186.7928035,-70.79280352,10,4/12/2013 18:35,April,4
135,10,Castello Della Castelluccia Hotel Rome,Rome,Lungomare Duca degli Abruzzi 72 00121 Lido di Osti,4/3/2013 18:35,5,219,0,0,219,78545,4.5,3.5,1,3.37,0.0959,4.86,134,0,15534,1,9,1,0,1,1,0,40.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4659,129.0242021,4.975797893,11,4/12/2013 18:35,April,4
136,10,Hotel Anagnina Rome,Rome,Via Prenestina 944 00155 Roma Rome (Latium) Italy,4/3/2013 18:35,5,219,0,0,219,111107,4,4,1,2.08,0,4.96,135,0,15534,1,9,1,0,1,1,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.08,142.5937959,-7.593795897,12,4/12/2013 18:35,April,4
137,10,Eurostars Roma Congress Hotel Rome,Rome,Via Emilio Lagostina 10 00156 Ponte Mammolo Roma R,4/3/2013 18:35,5,219,0,0,219,21556,4,4,1,3.47,0.1912,5.34,140,0,15534,1,9,1,0,1,1,0,41.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6612,208.5127103,-68.51271029,13,4/12/2013 18:35,April,4
138,10,Hotel Villa Rosa Rome,Rome,Via San Giuliano Terme 62 00148 Roma Roma (Latium),4/3/2013 18:35,5,219,0,0,219,97184,4,4,1,3.47,0.3721,5.15,149,0,15534,1,9,1,0,1,1,0,40.95,0,0,0,0,-1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,14,3.8421,172.4314903,-23.43149032,14,4/12/2013 18:35,April,4
139,10,Hotel Cinecitt?ÿ ***,Rome,Via Tuscolana,4/3/2013 18:35,5,219,0,0,219,104142,4,4.5,1,3.43,0.4383,5.18,152,0,15534,1,9,1,0,1,1,0,40.63,0,0,0,0,0,0,0,-1,0,3,0,0,0,-1,0,3,0,0,0,0,0,0,-1,0,3,3.8683,177.682811,-25.68281099,15,4/12/2013 18:35,April,4
140,10,Surf Studio Beach Hotel Rome,Rome,VIA AURELIA,4/3/2013 18:35,5,219,0,0,219,48443,4,4.5,1,3.26,0.1346,5.49,154,0,15534,1,9,1,0,1,1,0,40.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3946,242.2572069,-88.25720686,16,4/12/2013 18:35,April,4
141,10,Nettuno Hotel Cala Gonone,Rome,viale Guglielmo Marconi,4/3/2013 18:35,5,219,0,0,219,121628,4,4.5,1,3.33,0.2139,5.37,163,0,15534,1,9,1,0,1,1,0,40.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5439,214.8628677,-51.8628677,17,4/12/2013 18:35,April,4
142,10,Hotel St John Rome,Rome,Via Laurentina 5 F,4/3/2013 18:35,5,219,0,0,219,133311,3.5,4.5,1,3.47,0.4391,5.22,175,0,15534,1,9,1,0,1,1,0,40.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9091,184.9341841,-9.934184071,18,4/12/2013 18:35,April,4
143,10,Satellite Palace Hotel Rome,Rome,Piazza Pupinia 2,4/3/2013 18:35,5,219,0,0,219,126066,3.5,4,1,3.33,0.393,5.34,176,0,15534,1,9,1,0,1,1,0,40.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.723,208.5127103,-32.51271029,19,4/12/2013 18:35,April,4
144,10,San Peter Hotel Rome,Rome,Via Luigi Chiarini 179,4/3/2013 18:35,5,219,0,0,219,120617,3.5,0,1,3.33,0,5.56,189,0,15534,1,9,1,0,1,1,0,40.38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,259.8228363,-70.82283632,20,4/12/2013 18:35,April,4
145,10,Novotel,Rome,Via Giovanni Prati 1,4/3/2013 18:35,5,219,0,0,219,94984,3.5,4,1,3.47,0.4958,5.4,199,0,15534,1,9,1,0,1,1,0,40.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.9658,221.4064162,-22.4064162,21,4/12/2013 18:35,April,4
146,10,Aran Blu Hotel Fiumicino,Rome,Via Eudo Giulioli,4/3/2013 18:35,5,219,0,0,219,126403,3.5,5,1,3.47,0.4818,5.96,223,0,15534,1,9,1,0,1,1,0,40.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9518,387.6101242,-164.6101242,22,4/12/2013 18:35,April,4
147,10,Eurostar Roma Congress,Rome,Lungomare Paolo Toscanelli 242 00121 Lido di Ostia,4/3/2013 18:35,5,219,0,0,219,127229,3.5,4,1,3.47,0.4837,5.16,225,0,15534,1,9,1,0,1,1,0,40.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9537,174.1644556,50.83554439,23,4/12/2013 18:35,April,4
148,10,Armstrong Hotel Rome,Rome,Viale Vasco de Gama 26 00121 Lido di Ostia Roma Ro,4/3/2013 18:35,5,219,0,0,219,84276,3.5,4.5,1,3.4,0.3628,5.57,300,0,15534,1,9,1,0,1,1,0,40.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7628,262.4340992,37.56590076,24,4/12/2013 18:35,April,4
149,13,Albergo Il Porticciolo,Tuscany,Via Falasca,2/21/2013 22:06,5,219,0,0,229,37850,4.5,0,0,1.1,0,3.43,45,0,12994,8,36,2,2,1,0,0,3022.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,30.87664275,14.12335725,1,3/29/2013 23:06,March,3
150,13,Hotel Arenella,Tuscany,Via S. Leonardo 62,2/21/2013 22:06,5,219,0,0,229,124679,4.5,4.5,0,0,0.0055,4.49,60,0,12994,8,36,2,2,1,0,0,3030.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055,89.12144588,-29.12144588,2,3/29/2013 23:06,March,3
151,13,Hotel Monticello,Tuscany,Lungofrigido Levante 1,2/21/2013 22:06,5,219,0,0,229,33286,4.5,4,0,2.3,0.0033,4.49,69,0,12994,8,36,2,2,1,0,0,3026.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3033,89.12144588,-20.12144588,3,3/29/2013 23:06,March,3
152,13,Hotel Villa Rita,Tuscany,via giuseppe verdi,2/21/2013 22:06,5,219,0,0,229,59561,4.5,4,0,4.23,0,5.03,69,0,12994,8,36,2,2,1,0,0,3025.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23,152.9330127,-83.9330127,4,3/29/2013 23:06,March,3
153,13,Hotel Aurora,Tuscany,Lungomare Italico 82,2/21/2013 22:06,5,219,0,0,229,126406,4,4.5,0,4.19,0.1511,4.57,80,0,12994,8,36,2,2,1,0,0,3025.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3411,96.54410977,-16.54410977,5,3/29/2013 23:06,March,3
154,13,Hotel Belvedere,Tuscany,Via Matteo Civitali 51,2/21/2013 22:06,5,219,0,0,229,44985,4,4.5,0,4.14,0.0652,4.49,85,0,12994,8,36,2,2,1,0,0,3025.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2052,89.12144588,-4.121445879,6,3/29/2013 23:06,March,3
155,13,Il Perseo,Tuscany,Via Mazzini 20,2/21/2013 22:06,5,219,0,0,229,94220,4,0,0,0,0,0,85,0,12994,8,36,2,2,1,0,0,2991.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,84,7,3/29/2013 23:06,March,3
156,13,Hotel Sardi,Tuscany,Via Giovanni Bellotti,2/21/2013 22:06,5,219,0,0,229,63146,4,0,0,3.4,0.0599,4.49,92,0,12994,8,36,2,2,1,0,0,3026.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4599,89.12144588,2.878554121,8,3/29/2013 23:06,March,3
157,13,Dependance n.37,Tuscany,Via A. Salucci,2/21/2013 22:06,5,219,0,0,229,140747,4,0,0,3.22,0,0,92,0,12994,8,36,2,2,1,0,0,3026.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,1,91,9,3/29/2013 23:06,March,3
158,13,Hotel Il Veliero,Tuscany,Localit?ÿ Bocchetto,2/21/2013 22:06,5,219,0,0,229,90815,3.5,4,0,3.22,0.097,3.93,95,0,12994,8,36,2,2,1,0,0,3026.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.317,50.90697767,44.09302233,10,3/29/2013 23:06,March,3
159,13,Hotel Da Giacomino,Tuscany,Localit?ÿ Naregno,2/21/2013 22:06,5,219,0,0,229,21100,3.5,4,0,4.2,0.1841,5.09,96,0,12994,8,36,2,2,1,0,0,3025.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3841,162.3898621,-66.38986205,11,3/29/2013 23:06,March,3
160,13,Hotel Montemerlo,Tuscany,Via delle Fornaci 311,2/21/2013 22:06,5,219,0,0,229,71075,3.5,5,0,4.09,0.1803,4.49,101,0,12994,8,36,2,2,1,0,0,3025.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2703,89.12144588,11.87855412,12,3/29/2013 23:06,March,3
161,13,Hotel Anna,Tuscany,via per Portoferraio,2/21/2013 22:06,5,219,0,0,229,86598,3.5,0,0,4.09,0,4.49,101,0,12994,8,36,2,2,1,0,0,3025.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,89.12144588,11.87855412,13,3/29/2013 23:06,March,3
162,13,Hotel Barsalini,Tuscany,Viale Principe Amedeo 48,2/21/2013 22:06,5,219,0,0,229,110798,3.5,4,1,4.22,0.1594,4.8,101,0,12994,8,36,2,2,1,0,0,3025.54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,4.3794,121.5104175,-20.51041752,14,3/29/2013 23:06,March,3
163,13,Locanda Dell'Amicizia,Tuscany,Viale Amedeo,2/21/2013 22:06,5,219,0,0,229,34719,3.5,4,0,4.14,0.0318,5.09,107,1,12994,8,36,2,2,1,0,0,3026.11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,4.1718,162.3898621,-55.38986205,15,3/29/2013 23:06,March,3
164,13,Hotel La perla del Golfo,Tuscany,Via Santa Maria 12,2/21/2013 22:06,5,219,0,0,229,22916,3.5,4,1,2.77,0.0641,5.02,118,1,12994,8,36,2,2,1,0,0,3023.83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40,0,0,0,0,0,0,0,0,0,2.8341,151.4113038,-33.41130379,16,3/29/2013 23:06,March,3
165,13,Residence Villa Cecilia,Tuscany,Via Dei Musicanti,2/21/2013 22:06,5,219,0,0,229,39217,3,4.5,0,4.17,0.1891,5.04,148,0,12994,8,36,2,2,1,0,0,3025.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3591,154.470015,-6.470015026,17,3/29/2013 23:06,March,3
166,13,Hotel Park Napoleone,Tuscany,Loc. Fetovaia,2/21/2013 22:06,5,219,0,0,229,120494,3,4,0,3.04,0.1782,5.15,154,1,12994,8,36,2,2,1,0,0,3024.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3.2182,172.4314903,-18.43149032,18,3/29/2013 23:06,March,3
167,13,Lacona Residence,Tuscany,Viale E. Morin 169 55042 Forte dei Marmi Lucca (Tu,2/21/2013 22:06,5,219,0,0,229,13797,3,0,0,0,0,4.41,156,0,12994,8,36,2,2,1,0,0,3010.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.2694635,73.7305365,19,3/29/2013 23:06,March,3
168,13,Residence San Giovanni,Tuscany,Via C. Colombo 32,2/21/2013 22:06,5,219,0,0,229,536,3,5,1,4.09,0.1377,5.3,168,1,12994,8,36,2,2,1,0,0,3025.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2277,200.33681,-32.33680997,20,3/29/2013 23:06,March,3
169,13,Hotel Acquamarina,Tuscany,Viale morin 137,2/21/2013 22:06,5,219,0,0,229,113992,3,0,0,4.13,0.0392,4.49,172,0,12994,8,36,2,2,1,0,0,3025.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1692,89.12144588,82.87855412,21,3/29/2013 23:06,March,3
170,13,A quatt e spad ncopp o liett ell'Hotel Airone,Tuscany,via Giovan Battista Vico 142,2/21/2013 22:06,5,219,0,0,229,110984,3,4.5,1,4.16,0.0684,5.22,199,0,12994,8,36,2,2,1,0,0,3025.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2284,184.9341841,14.06581593,22,3/29/2013 23:06,March,3
171,13,Hotel Sas Capo Sud,Tuscany,Viale Roma,2/21/2013 22:06,5,219,0,0,229,117672,3,4.5,0,3.04,0.178,5.24,241,0,12994,8,36,2,2,1,0,0,3024.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.218,188.6701024,52.32989759,23,3/29/2013 23:06,March,3
172,13,Villaggio La Valdana,Tuscany,Viale Bernardini,2/21/2013 22:06,5,219,0,0,229,87571,2,4.5,1,4.17,0.1314,5.57,292,0,12994,8,36,2,2,1,0,0,3025.16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,4.3014,262.4340992,29.56590076,24,3/29/2013 23:06,March,3
173,13,Hotel Villa Ottone,Tuscany,Piazza Giosu?? Carducci,2/21/2013 22:06,5,219,0,0,229,137501,2,4.5,0,3,0.051,5.03,375,0,12994,8,36,2,2,1,0,0,3026.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.051,152.9330127,222.0669873,25,3/29/2013 23:06,March,3
174,13,Il Doge,Tuscany,Via Duca della Vittoria 129,2/21/2013 22:06,5,219,0,0,229,11487,2,0,0,0,0,0,425,0,12994,8,36,2,2,1,0,0,3023.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,424,26,3/29/2013 23:06,March,3
175,14,Sun And Sands Hotel Dubai,Dubai,Oud Metha Road,5/31/2013 11:31,5,219,0,0,219,43752,4.5,0,0,0,0,4.76,37,0,6342,1,1,2,0,1,1,0,461.47,0,0,0,0,1,0,22,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,0,116.7459259,-79.7459259,1,6/1/2013 11:31,June,6
